file,diff_fields,claude_values,deepseek_values,gemini_values,gpt_values,kimi_values
UIUC/associate/Akresh_CV_20Dec2025.docx,AMERICAN ECONOMIC REVIEW; JOURNAL OF DEVELOPMENT ECONOMICS,"{""AMERICAN ECONOMIC REVIEW"": ""0"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1""}","{""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1""}","{""AMERICAN ECONOMIC REVIEW"": ""0"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1""}","{""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1""}","{""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2""}"
UIUC/associate/CV-Borgschulte.docx,promotion_year; years_post_phd,"{""promotion_year"": ""2024"", ""years_post_phd"": ""10""}","{""promotion_year"": ""2024"", ""years_post_phd"": ""10""}","{""promotion_year"": ""2024"", ""years_post_phd"": ""10""}","{""promotion_year"": ""2023"", ""years_post_phd"": ""9""}","{""promotion_year"": ""2024"", ""years_post_phd"": ""10""}"
UIUC/associate/CV_euiyi.docx,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""3""}"
UIUC/associate/CV_howard.docx,name,"{""name"": ""Brian Kovak""}","{""name"": ""Brian Kovak""}","{""name"": """"}","{""name"": """"}","{""name"": """"}"
UIUC/associate/Parente CV.docx,AMERICAN ECONOMIC REVIEW; INTERNATIONAL ECONOMIC REVIEW; JOURNAL OF ECONOMIC THEORY; JOURNAL OF POLITICAL ECONOMY,"{""AMERICAN ECONOMIC REVIEW"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""2""}","{""AMERICAN ECONOMIC REVIEW"": ""1"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF ECONOMIC THEORY"": ""2"", ""JOURNAL OF POLITICAL ECONOMY"": ""1""}","{""AMERICAN ECONOMIC REVIEW"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""3""}","{""AMERICAN ECONOMIC REVIEW"": ""0"", ""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""2""}","{""AMERICAN ECONOMIC REVIEW"": ""1"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF ECONOMIC THEORY"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""1""}"
UIUC/associate/RussellWeinstein_CV.docx,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS; JOURNAL OF LABOR ECONOMICS,"{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""1"", ""JOURNAL OF LABOR ECONOMICS"": ""2""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""1"", ""JOURNAL OF LABOR ECONOMICS"": ""1""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""1"", ""JOURNAL OF LABOR ECONOMICS"": ""2""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""1"", ""JOURNAL OF LABOR ECONOMICS"": ""2""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""0"", ""JOURNAL OF LABOR ECONOMICS"": ""2""}"
UIUC/associate/cv-october-2025_forsythe.docx,JOURNAL OF LABOR ECONOMICS,"{""JOURNAL OF LABOR ECONOMICS"": ""2""}","{""JOURNAL OF LABOR ECONOMICS"": ""2""}","{""JOURNAL OF LABOR ECONOMICS"": ""2""}","{""JOURNAL OF LABOR ECONOMICS"": ""2""}","{""JOURNAL OF LABOR ECONOMICS"": ""3""}"
UIUC/full/AlbouyCV_full.docx,REVIEW OF ECONOMICS AND STATISTICS; promotion_university; promotion_year; years_post_phd,"{""REVIEW OF ECONOMICS AND STATISTICS"": ""3"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""REVIEW OF ECONOMICS AND STATISTICS"": ""3"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""REVIEW OF ECONOMICS AND STATISTICS"": ""3"", ""promotion_university"": ""University of Illinois"", ""promotion_year"": ""2014"", ""years_post_phd"": ""7""}","{""REVIEW OF ECONOMICS AND STATISTICS"": ""3"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""REVIEW OF ECONOMICS AND STATISTICS"": ""2"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}"
UIUC/full/CV_Anil_Bera_Oct_6__2024 .docx,INTERNATIONAL ECONOMIC REVIEW; JOURNAL OF ECONOMETRICS; JOURNAL OF INTERNATIONAL ECONOMICS; QUANTITATIVE ECONOMICS; REVIEW OF ECONOMICS AND STATISTICS; promotion_year; years_post_phd,"{""INTERNATIONAL ECONOMIC REVIEW"": ""5"", ""JOURNAL OF ECONOMETRICS"": ""6"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""QUANTITATIVE ECONOMICS"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""1"", ""promotion_year"": ""1987"", ""years_post_phd"": ""4""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""JOURNAL OF ECONOMETRICS"": ""2"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""QUANTITATIVE ECONOMICS"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2"", ""promotion_year"": ""1991"", ""years_post_phd"": ""8""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""3"", ""JOURNAL OF ECONOMETRICS"": ""7"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""QUANTITATIVE ECONOMICS"": ""1"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""1"", ""promotion_year"": ""1987"", ""years_post_phd"": ""4""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""4"", ""JOURNAL OF ECONOMETRICS"": ""6"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""QUANTITATIVE ECONOMICS"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""1"", ""promotion_year"": ""1987"", ""years_post_phd"": ""4""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""4"", ""JOURNAL OF ECONOMETRICS"": ""8"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""QUANTITATIVE ECONOMICS"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""1"", ""promotion_year"": ""1987"", ""years_post_phd"": ""4""}"
UIUC/full/CV_JihyungLee-1-22-2025_detailed.docx,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS; AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY; AMERICAN ECONOMIC JOURNAL-MACROECONOMICS; AMERICAN ECONOMIC JOURNAL-MICROECONOMICS; AMERICAN ECONOMIC REVIEW; ECONOMETRICA; ECONOMIC JOURNAL; INTERNATIONAL ECONOMIC REVIEW; JOURNAL OF DEVELOPMENT ECONOMICS; JOURNAL OF ECONOMETRICS; JOURNAL OF ECONOMIC THEORY; JOURNAL OF INTERNATIONAL ECONOMICS; JOURNAL OF LABOR ECONOMICS; JOURNAL OF MONETARY ECONOMICS; JOURNAL OF POLITICAL ECONOMY; JOURNAL OF PUBLIC ECONOMICS; JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION; QUANTITATIVE ECONOMICS; QUARTERLY JOURNAL OF ECONOMICS; RAND JOURNAL OF ECONOMICS; REVIEW OF ECONOMIC STUDIES; REVIEW OF ECONOMICS AND STATISTICS; THEORETICAL ECONOMICS; name; promotion_university; promotion_year; years_post_phd,"{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": """", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": """", ""AMERICAN ECONOMIC JOURNAL-MACROECONOMICS"": """", ""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": """", ""AMERICAN ECONOMIC REVIEW"": """", ""ECONOMETRICA"": """", ""ECONOMIC JOURNAL"": """", ""INTERNATIONAL ECONOMIC REVIEW"": """", ""JOURNAL OF DEVELOPMENT ECONOMICS"": """", ""JOURNAL OF ECONOMETRICS"": """", ""JOURNAL OF ECONOMIC THEORY"": """", ""JOURNAL OF INTERNATIONAL ECONOMICS"": """", ""JOURNAL OF LABOR ECONOMICS"": """", ""JOURNAL OF MONETARY ECONOMICS"": """", ""JOURNAL OF POLITICAL ECONOMY"": """", ""JOURNAL OF PUBLIC ECONOMICS"": """", ""JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION"": """", ""QUANTITATIVE ECONOMICS"": """", ""QUARTERLY JOURNAL OF ECONOMICS"": """", ""RAND JOURNAL OF ECONOMICS"": """", ""REVIEW OF ECONOMIC STUDIES"": """", ""REVIEW OF ECONOMICS AND STATISTICS"": """", ""THEORETICAL ECONOMICS"": """", ""name"": """", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""0"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0"", ""AMERICAN ECONOMIC JOURNAL-MACROECONOMICS"": ""0"", ""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""0"", ""AMERICAN ECONOMIC REVIEW"": ""0"", ""ECONOMETRICA"": ""0"", ""ECONOMIC JOURNAL"": ""0"", ""INTERNATIONAL ECONOMIC REVIEW"": ""0"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""0"", ""JOURNAL OF ECONOMETRICS"": ""5"", ""JOURNAL OF ECONOMIC THEORY"": ""0"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""JOURNAL OF LABOR ECONOMICS"": ""0"", ""JOURNAL OF MONETARY ECONOMICS"": ""0"", ""JOURNAL OF POLITICAL ECONOMY"": ""0"", ""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION"": ""0"", ""QUANTITATIVE ECONOMICS"": ""0"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""0"", ""RAND JOURNAL OF ECONOMICS"": ""0"", ""REVIEW OF ECONOMIC STUDIES"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0"", ""THEORETICAL ECONOMICS"": ""0"", ""name"": ""Ji Hyung Lee"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""0"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0"", ""AMERICAN ECONOMIC JOURNAL-MACROECONOMICS"": ""0"", ""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""0"", ""AMERICAN ECONOMIC REVIEW"": ""0"", ""ECONOMETRICA"": ""0"", ""ECONOMIC JOURNAL"": ""0"", ""INTERNATIONAL ECONOMIC REVIEW"": ""0"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""0"", ""JOURNAL OF ECONOMETRICS"": ""8"", ""JOURNAL OF ECONOMIC THEORY"": ""0"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""JOURNAL OF LABOR ECONOMICS"": ""0"", ""JOURNAL OF MONETARY ECONOMICS"": ""0"", ""JOURNAL OF POLITICAL ECONOMY"": ""0"", ""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION"": ""0"", ""QUANTITATIVE ECONOMICS"": ""0"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""0"", ""RAND JOURNAL OF ECONOMICS"": ""0"", ""REVIEW OF ECONOMIC STUDIES"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0"", ""THEORETICAL ECONOMICS"": ""0"", ""name"": ""Ji Hyung Lee"", ""promotion_university"": ""University of Illinois"", ""promotion_year"": ""2024"", ""years_post_phd"": ""11""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""0"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0"", ""AMERICAN ECONOMIC JOURNAL-MACROECONOMICS"": ""0"", ""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""0"", ""AMERICAN ECONOMIC REVIEW"": ""0"", ""ECONOMETRICA"": ""0"", ""ECONOMIC JOURNAL"": ""0"", ""INTERNATIONAL ECONOMIC REVIEW"": ""0"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""0"", ""JOURNAL OF ECONOMETRICS"": ""7"", ""JOURNAL OF ECONOMIC THEORY"": ""0"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""JOURNAL OF LABOR ECONOMICS"": ""0"", ""JOURNAL OF MONETARY ECONOMICS"": ""0"", ""JOURNAL OF POLITICAL ECONOMY"": ""0"", ""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION"": ""0"", ""QUANTITATIVE ECONOMICS"": ""0"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""0"", ""RAND JOURNAL OF ECONOMICS"": ""0"", ""REVIEW OF ECONOMIC STUDIES"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0"", ""THEORETICAL ECONOMICS"": ""0"", ""name"": ""Ji Hyung Lee"", ""promotion_university"": ""University of Illinois"", ""promotion_year"": ""2015"", ""years_post_phd"": ""2""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""0"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0"", ""AMERICAN ECONOMIC JOURNAL-MACROECONOMICS"": ""0"", ""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""0"", ""AMERICAN ECONOMIC REVIEW"": ""0"", ""ECONOMETRICA"": ""0"", ""ECONOMIC JOURNAL"": ""0"", ""INTERNATIONAL ECONOMIC REVIEW"": ""0"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""0"", ""JOURNAL OF ECONOMETRICS"": ""6"", ""JOURNAL OF ECONOMIC THEORY"": ""0"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""JOURNAL OF LABOR ECONOMICS"": ""0"", ""JOURNAL OF MONETARY ECONOMICS"": ""0"", ""JOURNAL OF POLITICAL ECONOMY"": ""0"", ""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION"": ""0"", ""QUANTITATIVE ECONOMICS"": ""0"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""0"", ""RAND JOURNAL OF ECONOMICS"": ""0"", ""REVIEW OF ECONOMIC STUDIES"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0"", ""THEORETICAL ECONOMICS"": ""0"", ""name"": ""Ji Hyung Lee"", ""promotion_university"": ""University of Illinois"", ""promotion_year"": ""2015"", ""years_post_phd"": ""2""}"
UIUC/full/CV_medeiros.docx,JOURNAL OF ECONOMETRICS; promotion_year; years_post_phd,"{""JOURNAL OF ECONOMETRICS"": ""9"", ""promotion_year"": ""2008"", ""years_post_phd"": ""8""}","{""JOURNAL OF ECONOMETRICS"": ""1"", ""promotion_year"": ""2008"", ""years_post_phd"": ""8""}","{""JOURNAL OF ECONOMETRICS"": ""10"", ""promotion_year"": ""2002"", ""years_post_phd"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""10"", ""promotion_year"": ""2008"", ""years_post_phd"": ""8""}","{""JOURNAL OF ECONOMETRICS"": ""8"", ""promotion_year"": ""2008"", ""years_post_phd"": ""8""}"
UIUC/full/CynthiaWu_CV.docx,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""University of Chicago Booth School of Business"", ""promotion_year"": ""2011"", ""years_post_phd"": ""0""}","{""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": ""University of Chicago Booth School of Business"", ""promotion_year"": ""2011"", ""years_post_phd"": ""0""}","{""promotion_university"": ""University of Chicago Booth School of Business"", ""promotion_year"": ""2011"", ""years_post_phd"": ""0""}","{""promotion_university"": ""University of Chicago Booth School of Business"", ""promotion_year"": ""2011"", ""years_post_phd"": ""0""}"
UIUC/full/Perry_CVforweb.docx,RAND JOURNAL OF ECONOMICS; name; promotion_university; promotion_year; years_post_phd,"{""RAND JOURNAL OF ECONOMICS"": ""4"", ""name"": ""Martin K. Perry"", ""promotion_university"": ""Rutgers University"", ""promotion_year"": ""1989"", ""years_post_phd"": ""13""}","{""RAND JOURNAL OF ECONOMICS"": ""3"", ""name"": ""Professor of Economics"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""RAND JOURNAL OF ECONOMICS"": ""4"", ""name"": ""Martin K. Perry"", ""promotion_university"": ""Rutgers University at New Brunswick"", ""promotion_year"": ""1989"", ""years_post_phd"": ""13""}","{""RAND JOURNAL OF ECONOMICS"": ""4"", ""name"": ""Michael K. Perry"", ""promotion_university"": ""Rutgers University at New Brunswick"", ""promotion_year"": ""1989"", ""years_post_phd"": ""13""}","{""RAND JOURNAL OF ECONOMICS"": ""5"", ""name"": ""Martin K. Perry"", ""promotion_university"": ""Rutgers University at New Brunswick"", ""promotion_year"": ""1989"", ""years_post_phd"": ""13""}"
UIUC/full/Stefan Krasa_cv.docx,name,"{""name"": ""Stefan Krasa""}","{""name"": """"}","{""name"": ""Stefan Krasa""}","{""name"": """"}","{""name"": """"}"
UIUC/full/bernhardt_cv.docx,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS; AMERICAN ECONOMIC REVIEW; JOURNAL OF ECONOMIC THEORY; JOURNAL OF LABOR ECONOMICS; JOURNAL OF PUBLIC ECONOMICS; RAND JOURNAL OF ECONOMICS; REVIEW OF ECONOMIC STUDIES; promotion_university,"{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""2"", ""AMERICAN ECONOMIC REVIEW"": ""7"", ""JOURNAL OF ECONOMIC THEORY"": ""6"", ""JOURNAL OF LABOR ECONOMICS"": ""3"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""RAND JOURNAL OF ECONOMICS"": ""5"", ""REVIEW OF ECONOMIC STUDIES"": ""5"", ""promotion_university"": ""Queen's University""}","{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""2"", ""AMERICAN ECONOMIC REVIEW"": ""4"", ""JOURNAL OF ECONOMIC THEORY"": ""3"", ""JOURNAL OF LABOR ECONOMICS"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""2"", ""RAND JOURNAL OF ECONOMICS"": ""5"", ""REVIEW OF ECONOMIC STUDIES"": ""3"", ""promotion_university"": ""Queen\u2019s University""}","{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""3"", ""AMERICAN ECONOMIC REVIEW"": ""7"", ""JOURNAL OF ECONOMIC THEORY"": ""4"", ""JOURNAL OF LABOR ECONOMICS"": ""4"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""RAND JOURNAL OF ECONOMICS"": ""5"", ""REVIEW OF ECONOMIC STUDIES"": ""6"", ""promotion_university"": ""Queen's University""}","{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""2"", ""AMERICAN ECONOMIC REVIEW"": ""7"", ""JOURNAL OF ECONOMIC THEORY"": ""5"", ""JOURNAL OF LABOR ECONOMICS"": ""3"", ""JOURNAL OF PUBLIC ECONOMICS"": ""5"", ""RAND JOURNAL OF ECONOMICS"": ""5"", ""REVIEW OF ECONOMIC STUDIES"": ""5"", ""promotion_university"": ""Queen\u2019s University""}","{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""1"", ""AMERICAN ECONOMIC REVIEW"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""4"", ""JOURNAL OF LABOR ECONOMICS"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""3"", ""RAND JOURNAL OF ECONOMICS"": ""3"", ""REVIEW OF ECONOMIC STUDIES"": ""3"", ""promotion_university"": ""Queen's University""}"
UIUC/full/crealCV_2024.docx,JOURNAL OF ECONOMETRICS; name; promotion_university,"{""JOURNAL OF ECONOMETRICS"": ""6"", ""name"": ""Drew Creal"", ""promotion_university"": ""The University of Chicago""}","{""JOURNAL OF ECONOMETRICS"": ""5"", ""name"": """", ""promotion_university"": ""The University of Chicago""}","{""JOURNAL OF ECONOMETRICS"": ""6"", ""name"": ""Drew Creal"", ""promotion_university"": ""University of Chicago""}","{""JOURNAL OF ECONOMETRICS"": ""6"", ""name"": """", ""promotion_university"": ""The University of Chicago""}","{""JOURNAL OF ECONOMETRICS"": ""5"", ""name"": ""Drew D. Creal"", ""promotion_university"": ""The University of Chicago, Booth School of Business""}"
UNC ChapelHill/associate/Kedagni-cv.docx,name,"{""name"": ""D\u00e9sir\u00e9 K\u00e9dagni""}","{""name"": ""D\u00e9sir\u00e9 K\u00e9dagni""}","{""name"": ""D\u00e9sir\u00e9 K\u00e9dagni""}","{""name"": ""D\u00b4esir\u00b4e K\u00b4edagni""}","{""name"": ""D\u00e9sir\u00e9 K\u00e9dagni""}"
UNC ChapelHill/associate/Rabinovich CV 2025.docx,JOURNAL OF ECONOMIC THEORY,"{""JOURNAL OF ECONOMIC THEORY"": ""3""}","{""JOURNAL OF ECONOMIC THEORY"": ""3""}","{""JOURNAL OF ECONOMIC THEORY"": ""5""}","{""JOURNAL OF ECONOMIC THEORY"": ""4""}","{""JOURNAL OF ECONOMIC THEORY"": ""3""}"
UNC ChapelHill/associate/Valentin Verdier - CV.docx,promotion_university,"{""promotion_university"": ""University of North Carolina at Chapel Hill""}","{""promotion_university"": ""University of North Carolina - Chapel Hill""}","{""promotion_university"": ""University of North Carolina - Chapel Hill""}","{""promotion_university"": ""University of North Carolina - Chapel Hill""}","{""promotion_university"": ""University of North Carolina - Chapel Hill""}"
UNC ChapelHill/full/Anusha Chari CV_latest2025.docx,AMERICAN ECONOMIC REVIEW; JOURNAL OF INTERNATIONAL ECONOMICS; promotion_university,"{""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""6"", ""promotion_university"": ""University of North Carolina at Chapel Hill""}","{""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""3"", ""promotion_university"": ""University of North Carolina at Chapel Hill""}","{""AMERICAN ECONOMIC REVIEW"": ""0"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""3"", ""promotion_university"": ""University of North Carolina at Chapel Hill""}","{""AMERICAN ECONOMIC REVIEW"": ""0"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""4"", ""promotion_university"": ""the University of North Carolina at Chapel Hill""}","{""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""3"", ""promotion_university"": ""University of North Carolina at Chapel Hill""}"
UNC ChapelHill/full/BIGLAISER CV Jun 2025.docx,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS; INTERNATIONAL ECONOMIC REVIEW; RAND JOURNAL OF ECONOMICS; promotion_university,"{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""RAND JOURNAL OF ECONOMICS"": ""10"", ""promotion_university"": ""University of North Carolina at Chapel Hill""}","{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""1"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""RAND JOURNAL OF ECONOMICS"": ""7"", ""promotion_university"": ""University of North Carolina-Chapel Hill""}","{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""RAND JOURNAL OF ECONOMICS"": ""11"", ""promotion_university"": ""University of North Carolina-Chapel Hill""}","{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""RAND JOURNAL OF ECONOMICS"": ""9"", ""promotion_university"": ""The University of North Carolina-Chapel Hill""}","{""AMERICAN ECONOMIC JOURNAL-MICROECONOMICS"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""0"", ""RAND JOURNAL OF ECONOMICS"": ""8"", ""promotion_university"": ""University of North Carolina-Chapel Hill""}"
UNC ChapelHill/full/CV-gilleskie-10-2025.docx,INTERNATIONAL ECONOMIC REVIEW; REVIEW OF ECONOMICS AND STATISTICS,"{""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""3"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""3""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""1""}"
UNC ChapelHill/full/CVYates.docx,JOURNAL OF ECONOMIC THEORY; JOURNAL OF PUBLIC ECONOMICS,"{""JOURNAL OF ECONOMIC THEORY"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""1""}","{""JOURNAL OF ECONOMIC THEORY"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""2""}","{""JOURNAL OF ECONOMIC THEORY"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""1""}","{""JOURNAL OF ECONOMIC THEORY"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""1""}","{""JOURNAL OF ECONOMIC THEORY"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""2""}"
UNC ChapelHill/full/CV_Flabbi_10_2025.docx,INTERNATIONAL ECONOMIC REVIEW; JOURNAL OF ECONOMETRICS,"{""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""JOURNAL OF ECONOMETRICS"": ""3""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF ECONOMETRICS"": ""1""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""JOURNAL OF ECONOMETRICS"": ""3""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""JOURNAL OF ECONOMETRICS"": ""3""}","{""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF ECONOMETRICS"": ""2""}"
